epoch,char_0_accuracy,char_0_loss,char_1_accuracy,char_1_loss,char_2_accuracy,char_2_loss,char_3_accuracy,char_3_loss,char_4_accuracy,char_4_loss,loss,lr,val_char_0_accuracy,val_char_0_loss,val_char_1_accuracy,val_char_1_loss,val_char_2_accuracy,val_char_2_loss,val_char_3_accuracy,val_char_3_loss,val_char_4_accuracy,val_char_4_loss,val_loss
10,0.8820093274116516,0.7560454607009888,0.8200934529304504,0.9019117951393127,0.7348130941390991,1.1550087928771973,0.663551390171051,1.2932565212249756,0.7686915993690491,1.0790395736694336,5.185262203216553,0.0005,0.322429895401001,2.183879852294922,0.6869158744812012,2.1815128326416016,0.5280373692512512,2.36910343170166,0.3457943797111511,2.388359308242798,0.7429906725883484,2.2525174617767334,11.375372886657715
11,0.9205607771873474,0.6107468008995056,0.8633177280426025,0.8047135472297668,0.7990654110908508,0.9821926951408386,0.711448609828949,1.1656203269958496,0.8376168012619019,0.8988500833511353,4.462123394012451,0.0005,0.4953271150588989,1.9872788190841675,0.7757009267807007,2.0206875801086426,0.6308411359786987,2.2132608890533447,0.4719626307487488,2.233212947845459,0.8317757248878479,2.0932657718658447,10.54770565032959
12,0.9462617039680481,0.5214625597000122,0.9147196412086487,0.6856755018234253,0.836448609828949,0.8738072514533997,0.7675233483314514,1.0322970151901245,0.875,0.7536294460296631,3.8668715953826904,0.0005,0.5327102541923523,1.8603934049606323,0.84112149477005,1.8974417448043823,0.65887850522995,2.13106632232666,0.4065420627593994,2.164780378341675,0.855140209197998,1.973056674003601,10.026739120483398
13,0.9626168012619019,0.45809197425842285,0.9240654110908508,0.6078346967697144,0.8504672646522522,0.8168702721595764,0.8282710313796997,0.8786329030990601,0.9030373692512512,0.6857035756111145,3.4471330642700195,0.0005,0.7476635575294495,1.6327422857284546,0.9205607771873474,1.6855274438858032,0.7242990732192993,1.9697505235671997,0.5607476830482483,2.018315076828003,0.9112149477005005,1.7940940856933594,9.100428581237793
14,0.9556074738502502,0.43294739723205566,0.9369158744812012,0.5441585183143616,0.875,0.7173317074775696,0.8516355156898499,0.7820329070091248,0.9217289686203003,0.5981696844100952,3.0746405124664307,0.0005,0.7523364424705505,1.5398200750350952,0.9299065470695496,1.60474693775177,0.7429906725883484,1.8956118822097778,0.6168224215507507,1.9299652576446533,0.9205607771873474,1.691028356552124,8.661171913146973
15,0.9789719581604004,0.39152762293815613,0.9415887594223022,0.5124465227127075,0.9123831987380981,0.6302410364151001,0.8726635575294495,0.7176335453987122,0.9345794320106506,0.5337089896202087,2.785557746887207,0.0005,0.9392523169517517,1.2426083087921143,0.9485981464385986,1.3006037473678589,0.8644859790802002,1.6398690938949585,0.7523364424705505,1.6559761762619019,0.9532710313796997,1.457797646522522,7.2968549728393555
16,0.9824766516685486,0.3345094621181488,0.9696261882781982,0.42001673579216003,0.9158878326416016,0.5783303380012512,0.9077102541923523,0.6157285571098328,0.9556074738502502,0.47779369354248047,2.4263787269592285,0.0005,0.9579439163208008,1.1240813732147217,0.9532710313796997,1.2710806131362915,0.8785046935081482,1.5741550922393799,0.8130841255187988,1.5596225261688232,0.9485981464385986,1.329691767692566,6.858631610870361
17,0.9836448431015015,0.3138347864151001,0.9707943797111511,0.4026111364364624,0.9380841255187988,0.5192636847496033,0.9065420627593994,0.5828751921653748,0.9684579372406006,0.39606669545173645,2.214651584625244,0.0005,0.9906542301177979,0.8886969089508057,0.9672897458076477,0.9413970708847046,0.9345794320106506,1.2710962295532227,0.8738317489624023,1.2454383373260498,0.9579439163208008,1.0325493812561035,5.379177570343018
18,0.9848130941390991,0.2909581959247589,0.9707943797111511,0.38390854001045227,0.9450934529304504,0.4768672585487366,0.9369158744812012,0.5052817463874817,0.9567757248878479,0.3977943956851959,2.0548102855682373,0.0005,0.9906542301177979,0.7833667397499084,0.9719626307487488,0.9217226505279541,0.9345794320106506,1.175790548324585,0.8925233483314514,1.1871894598007202,0.9579439163208008,0.9497967958450317,5.017866134643555
19,0.9883177280426025,0.2843373417854309,0.9719626307487488,0.3527528941631317,0.9497663378715515,0.45183801651000977,0.9334112405776978,0.4848298132419586,0.9766355156898499,0.3554498255252838,1.9292080402374268,0.0005,0.9906542301177979,0.591114342212677,0.9672897458076477,0.7043660879135132,0.9439252614974976,0.9666043519973755,0.9065420627593994,1.0349993705749512,0.9719626307487488,0.7628161907196045,4.059900283813477
20,0.9883177280426025,0.24909603595733643,0.9824766516685486,0.3016830384731293,0.9626168012619019,0.39274829626083374,0.9415887594223022,0.4365283250808716,0.9719626307487488,0.3457489609718323,1.7258045673370361,0.0005,0.9953271150588989,0.49301350116729736,0.9719626307487488,0.6136348247528076,0.9392523169517517,0.8691509366035461,0.9065420627593994,0.9494907259941101,0.9672897458076477,0.6900801658630371,3.615370035171509
21,0.9918224215507507,0.2244473099708557,0.9813084006309509,0.2923775315284729,0.9719626307487488,0.3692680895328522,0.9462617039680481,0.42602431774139404,0.96612149477005,0.30770182609558105,1.6198190450668335,0.0005,0.9906542301177979,0.3795187473297119,0.9766355156898499,0.4939378798007965,0.9579439163208008,0.6756759285926819,0.9065420627593994,0.7524487972259521,0.9766355156898499,0.5414004325866699,2.8429815769195557
22,0.9871495366096497,0.21980036795139313,0.9813084006309509,0.2762562334537506,0.9649532437324524,0.354115754365921,0.9707943797111511,0.3604697585105896,0.9824766516685486,0.2802029848098755,1.4908448457717896,0.0005,0.9953271150588989,0.35829228162765503,0.9766355156898499,0.4667082130908966,0.9579439163208008,0.6696087121963501,0.9112149477005005,0.8012672662734985,0.985981285572052,0.4640885591506958,2.759964942932129
23,0.9894859790802002,0.21894127130508423,0.9836448431015015,0.25829899311065674,0.96612149477005,0.33221107721328735,0.9754672646522522,0.34338662028312683,0.9813084006309509,0.2603743076324463,1.4132122993469238,0.0005,0.9953271150588989,0.2438955157995224,0.9766355156898499,0.36307191848754883,0.9579439163208008,0.529586911201477,0.9112149477005005,0.6358174681663513,0.9813084006309509,0.3395008146762848,2.111872673034668
24,0.9906542301177979,0.20935550332069397,0.9883177280426025,0.23211327195167542,0.9672897458076477,0.3120579719543457,0.9591121673583984,0.35919809341430664,0.980140209197998,0.2567271590232849,1.3694521188735962,0.0005,0.9953271150588989,0.18185916543006897,0.9813084006309509,0.2783779501914978,0.9579439163208008,0.4750901460647583,0.9345794320106506,0.5136103630065918,0.9906542301177979,0.2654946446418762,1.7144323587417603
25,0.9906542301177979,0.18403486907482147,0.9848130941390991,0.21365810930728912,0.9754672646522522,0.27716997265815735,0.9672897458076477,0.3208774924278259,0.9883177280426025,0.23382195830345154,1.2295624017715454,0.0005,0.9953271150588989,0.13481979072093964,0.9813084006309509,0.21926288306713104,0.9626168012619019,0.38824737071990967,0.9252336621284485,0.4396721422672272,0.9953271150588989,0.19467034935951233,1.3766725063323975
26,0.9953271150588989,0.17077304422855377,0.9894859790802002,0.21237188577651978,0.9836448431015015,0.2663212716579437,0.980140209197998,0.28454920649528503,0.9929906725883484,0.2033950537443161,1.1374104022979736,0.0005,0.9953271150588989,0.11803970485925674,0.9813084006309509,0.1977359503507614,0.9579439163208008,0.3511888384819031,0.9392523169517517,0.4251722991466522,0.9906542301177979,0.17229996621608734,1.2644368410110474
27,0.9976635575294495,0.1625913679599762,0.9871495366096497,0.19862084090709686,0.9813084006309509,0.2608587145805359,0.9813084006309509,0.2519170343875885,0.9894859790802002,0.20859189331531525,1.0825798511505127,0.0005,0.9953271150588989,0.10702096670866013,0.9813084006309509,0.18810461461544037,0.9672897458076477,0.3056110739707947,0.9158878326416016,0.3870244026184082,0.9953271150588989,0.14244790375232697,1.130208969116211
28,0.9941588640213013,0.15201444923877716,0.9918224215507507,0.19002670049667358,0.9824766516685486,0.23815062642097473,0.9824766516685486,0.2589285671710968,0.9883177280426025,0.2025355100631714,1.0416558980941772,0.0005,0.9953271150588989,0.08604826778173447,0.9813084006309509,0.17201802134513855,0.9626168012619019,0.2808554172515869,0.9252336621284485,0.3769550919532776,0.9953271150588989,0.13886334002017975,1.054740071296692
29,0.9918224215507507,0.1484512835741043,0.9848130941390991,0.1892809271812439,0.9778037667274475,0.24136587977409363,0.9836448431015015,0.23933742940425873,0.9953271150588989,0.17783263325691223,0.9962679147720337,0.0005,0.9953271150588989,0.08280209451913834,0.985981285572052,0.1455097496509552,0.9672897458076477,0.23767118155956268,0.9392523169517517,0.29880470037460327,0.9906542301177979,0.10702113807201385,0.8718088269233704
